"","X","url","id","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"3287",3287,"https://bj.lianjia.com/chengjiao/101091860778.html","101091860778",116.337584,39.795021,1111027379017,"2016-07-09",105,23,406.6,29335,138.61,3,"1",1,2,"high 6",4,2003,3,2,0.5,0,1,1,4,40453
"3288",3288,"https://bj.lianjia.com/chengjiao/101091860837.html","101091860837",116.328627,39.979037,1111027382321,"2016-07-07",103,28,355,87872,40.4,1,"1",1,1,"low 6",4,1988,3,2,0.333,0,1,1,8,96866
"3289",3289,"https://bj.lianjia.com/chengjiao/101091861056.html","101091861056",116.437968,39.959943,1111027382526,"2016-08-30",157,219,253,58001,43.62,1,"1",1,1,"bottom 6",4,1993,4,2,0.25,0,1,1,7,68983
"3290",3290,"https://bj.lianjia.com/chengjiao/101091861172.html","101091861172",116.350909,39.745849,1111027374314,"2016-06-26",91,59,164,27229,60.23,2,"1",1,1,"mid 7",4,1989,3,2,0.5,0,1,1,4,38492
"3291",3291,"https://bj.lianjia.com/chengjiao/101091861207.html","101091861207",116.192392,39.778845,1111056093957,"2016-07-29",124,19,209.5,27934,75,2,"1",1,1,"low 18",4,2012,2,6,0.5,1,0,0,5,41551
"3292",3292,"https://bj.lianjia.com/chengjiao/101091861315.html","101091861315",116.327941,39.934006,1111027382466,"2016-06-27",92,31,1080,63906,169,3,"2",1,1,"mid 22",3,2003,3,6,0.4,1,1,1,8,103097
"3293",3293,"https://bj.lianjia.com/chengjiao/101091861364.html","101091861364",116.349984,39.992769,1111027382338,"2016-07-27",122,61,395,64207,61.52,2,"1",1,1,"bottom 6",4,1986,3,2,0.5,0,1,0,8,86119
"3294",3294,"https://bj.lianjia.com/chengjiao/101091861365.html","101091861365",116.476921,39.983744,1111027375062,"2016-07-21",116,206,372.5,53706,69.36,3,"1",1,1,"low 6",4,1991,3,2,0.5,0,1,0,7,68349
"3295",3295,"https://bj.lianjia.com/chengjiao/101091861401.html","101091861401",116.47773,40.002156,1111027380317,"2016-08-14",141,20,489,53560,91.3,2,"2",1,1,"mid 26",1,1997,4,6,0.25,1,0,1,7,60348
"3296",3296,"https://bj.lianjia.com/chengjiao/101091861459.html","101091861459",116.513063,39.937121,1111027381238,"2016-07-31",127,222,300,46679,64.27,1,"1",1,1,"high 25",3,2006,4,6,0.286,1,1,0,7,62851
"3297",3297,"https://bj.lianjia.com/chengjiao/101091861476.html","101091861476",116.460032,39.879667,1111027375352,"2016-08-12",138,51,235,43041,54.6,2,"1",1,1,"low 6",4,1990,3,6,0.5,0,1,1,7,55722
"3298",3298,"https://bj.lianjia.com/chengjiao/101091861539.html","101091861539",116.325617,40.049466,1111027376795,"2016-07-16",111,36,310,53449,58,1,"0",1,1,"bottom 12",3,2002,4,6,0.167,1,0,0,8,70486
"3299",3299,"https://bj.lianjia.com/chengjiao/101091861594.html","101091861594",116.384092,39.96456,1111027381059,"2016-09-05",163,55,948,98443,96.3,3,"1",1,1,"low 18",1,1989,4,2,0.333,1,0,0,10,122633
"3300",3300,"https://bj.lianjia.com/chengjiao/101091861769.html","101091861769",116.39897,39.96307,1111027375568,"2016-09-11",168,23,670,132937,50.4,2,"1",1,1,"low 5",4,1970,3,2,0.333,0,0,1,10,131028
"3301",3301,"https://bj.lianjia.com/chengjiao/101091861822.html","101091861822",116.421081,39.904828,1111027381364,"2016-06-15",81,21,780,88037,88.6,1,"1",1,1,"mid 13",4,2006,1,6,0.333,1,1,1,1,120447
"3302",3302,"https://bj.lianjia.com/chengjiao/101091861880.html","101091861880",116.4515,39.904606,1111027377351,"2016-08-20",147,12,482,75313,64,1,"0",1,1,"high 21",1,2006,4,6,0.25,1,1,1,1,84031
"3303",3303,"https://bj.lianjia.com/chengjiao/101091862213.html","101091862213",116.195177,39.932325,1111027382250,"2016-07-22",117,5,393,33763,116.4,2,"1",1,1,"bottom 6",4,2000,3,2,0.333,0,1,0,9,47095
"3304",3304,"https://bj.lianjia.com/chengjiao/101091862221.html","101091862221",116.210647,39.939312,1111027381804,"2016-07-17",112,20,435,46699,93.15,2,"2",1,1,"mid 18",1,2009,4,6,0.25,1,0,0,9,56192
"3305",3305,"https://bj.lianjia.com/chengjiao/101091862238.html","101091862238",116.445785,40.077726,1111027380050,"2016-08-23",149,16,311.5,39282,79.3,2,"1",1,1,"low 7",4,2002,4,2,0.5,0,1,0,6,36411
"3306",3306,"https://bj.lianjia.com/chengjiao/101091862286.html","101091862286",116.42537,40.052808,1111027376257,"2016-06-27",92,100,485,43694,111,2,"2",1,2,"mid 25",1,2006,4,6,0.3,1,1,1,7,60785
"3307",3307,"https://bj.lianjia.com/chengjiao/101091862321.html","101091862321",116.387363,39.864499,1111027381973,"2016-07-24",119,72,175,43926,39.84,1,"1",1,1,"high 6",4,1990,4,2,0.333,0,0,1,2,52501
"3308",3308,"https://bj.lianjia.com/chengjiao/101091862349.html","101091862349",116.354913,40.040671,1111027382106,"2016-07-31",127,22,396,48164,82.22,1,"1",1,1,"low 16",1,2003,1,6,0.167,1,0,1,8,60688
"3309",3309,"https://bj.lianjia.com/chengjiao/101091862540.html","101091862540",116.352299,40.062427,1111027382146,"2016-06-19",84,9,362,74333,48.7,1,"1",1,1,"bottom 6",4,1996,3,2,0.25,0,1,1,8,74931
"3310",3310,"https://bj.lianjia.com/chengjiao/101091862601.html","101091862601",116.425063,40.044097,1111027378336,"2016-06-21",87,0,210,30671,68.47,1,"1",1,1,"low 13",3,2011,3,6,0.154,1,0,1,7,52870
"3311",3311,"https://bj.lianjia.com/chengjiao/101091862780.html","101091862780",116.529843,39.934036,1111027380871,"2016-06-22",87,36,1800,63582,283.1,4,"2",1,4,"bottom 12",4,2006,4,6,0.5,1,1,1,7,84349
"3312",3312,"https://bj.lianjia.com/chengjiao/101091862814.html","101091862814",116.445284,39.925343,1111027379215,"2016-06-29",94,33,340,58621,58,2,"1",1,1,"bottom 6",4,1988,3,2,0.5,0,1,1,7,73473
"3313",3313,"https://bj.lianjia.com/chengjiao/101091862929.html","101091862929",116.37913,39.887761,1111027378771,"2016-08-24",150,37,384,64000,60,2,"1",1,1,"mid 6",3,1998,3,6,0.5,0,1,1,10,91902
"3314",3314,"https://bj.lianjia.com/chengjiao/101091862940.html","101091862940",116.374132,40.022733,1111027379069,"2016-07-11",106,40,840,76924,109.2,2,"1",1,2,"high 15",4,2006,4,6,0.5,1,1,1,7,90299
"3315",3315,"https://bj.lianjia.com/chengjiao/101091862952.html","101091862952",116.272871,40.235619,1111046250718,"2016-06-29",94,15,268,29545,90.71,2,"2",1,1,"low 11",4,2009,4,6,0.25,1,1,0,6,38043
"3316",3316,"https://bj.lianjia.com/chengjiao/101091863130.html","101091863130",116.572491,39.853078,1111027374301,"2016-06-16",81,42,520,34392,151.2,3,"2",1,2,"mid 13",4,2004,4,6,0.667,1,1,0,7,48141
"3317",3317,"https://bj.lianjia.com/chengjiao/101091863147.html","101091863147",116.384155,40.070139,1111027374290,"2016-07-13",109,36,260,51262,50.72,1,"0",1,1,"low 20",1,2008,4,6,0.167,1,1,0,8,63651
"3318",3318,"https://bj.lianjia.com/chengjiao/101091863159.html","101091863159",116.335787,39.907309,1111027379798,"2016-06-29",94,88,360,64517,55.8,3,"0",1,1,"low 6",4,1998,4,2,0.333,0,1,1,8,74493
"3319",3319,"https://bj.lianjia.com/chengjiao/101091863169.html","101091863169",116.382479,39.856115,1111027376402,"2016-06-25",90,4,232,39045,59.42,2,"1",1,1,"high 6",4,1993,3,2,0.333,0,1,1,2,58108
"3320",3320,"https://bj.lianjia.com/chengjiao/101091863170.html","101091863170",116.188935,40.054103,1111027379217,"2016-06-20",85,6,240,26316,91.2,2,"1",1,1,"low 10",1,2012,1,6,0.222,1,0,0,8,56762
"3321",3321,"https://bj.lianjia.com/chengjiao/101091863187.html","101091863187",116.434391,39.919211,1111027374052,"2016-07-11",106,47,431,74762,57.65,2,"1",1,1,"bottom 6",4,1988,3,2,0.333,0,0,1,1,89912
"3322",3322,"https://bj.lianjia.com/chengjiao/101091863243.html","101091863243",116.31531,39.865675,1111027374417,"2016-06-27",92,68,305,39922,76.4,2,"1",1,1,"low 25",1,2001,3,6,0.3,1,1,1,2,56622
"3323",3323,"https://bj.lianjia.com/chengjiao/101091863267.html","101091863267",116.309045,40.083072,1111027378159,"2016-06-29",94,17,287.7,33685,85.41,2,"2",1,1,"high 6",4,2000,4,2,0.5,0,1,0,6,41411
"3324",3324,"https://bj.lianjia.com/chengjiao/101091863296.html","101091863296",116.476921,39.983744,1111027375062,"2016-06-30",95,61,334,55667,60,2,"1",1,1,"mid 6",4,1997,4,2,0.5,0,1,0,7,68349
"3325",3325,"https://bj.lianjia.com/chengjiao/101091863315.html","101091863315",116.378026,39.92462,1111027374336,"2016-09-20",178,86,930,135530,68.62,3,"1",1,1,"mid 5",4,1980,2,2,0.333,0,0,1,10,145581
"3326",3326,"https://bj.lianjia.com/chengjiao/101091863356.html","101091863356",116.328627,39.979037,1111027382321,"2016-08-17",143,13,448,84370,53.1,2,"1",1,1,"mid 6",4,1987,3,2,0.333,0,1,1,8,96866
"3327",3327,"https://bj.lianjia.com/chengjiao/101091863469.html","101091863469",116.558159,39.954704,1111046547603,"2016-06-20",85,25,498,37444,133,3,"2",1,2,"bottom 9",4,2013,4,6,0.5,1,0,0,7,46305
"3328",3328,"https://bj.lianjia.com/chengjiao/101091863470.html","101091863470",116.330198,40.074228,1111027381003,"2016-07-26",121,137,400,41327,96.79,2,"1",1,1,"low 8",4,2007,3,6,0.5,1,1,0,6,50205
"3329",3329,"https://bj.lianjia.com/chengjiao/101091863591.html","101091863591",116.332299,39.885776,1111027380827,"2016-08-15",141,63,760,78351,97,2,"1",1,1,"low 18",3,2006,4,6,0.5,1,0,1,10,98975
"3330",3330,"https://bj.lianjia.com/chengjiao/101091863594.html","101091863594",116.343714,39.996907,1111027375225,"2016-07-19",114,58,1000,85970,116.32,3,"1",1,2,"high 19",1,2001,4,6,0.25,1,1,1,8,107405
"3331",3331,"https://bj.lianjia.com/chengjiao/101091863724.html","101091863724",116.453206,39.965662,1111027376974,"2016-07-10",105,25,322,59630,54,2,"1",1,1,"bottom 6",4,1981,3,2,0.333,0,1,1,7,65718
"3332",3332,"https://bj.lianjia.com/chengjiao/101091863761.html","101091863761",116.452901,39.901073,1111027382190,"2016-08-16",142,25,830,66400,125,2,"2",1,2,"low 14",3,2002,4,6,0.25,1,1,1,1,85557
"3333",3333,"https://bj.lianjia.com/chengjiao/101091863798.html","101091863798",116.444943,39.926894,1111027378850,"2016-06-20",85,35,595,81507,73,1,"0",1,1,"mid 24",3,2010,4,6,0.4,1,0,1,7,97118
"3334",3334,"https://bj.lianjia.com/chengjiao/101091863799.html","101091863799",116.437968,39.959943,1111027382526,"2016-07-22",117,84,181,45858,39.47,1,"1",1,1,"low 22",1,1985,3,6,0.286,1,1,1,7,68983
"3335",3335,"https://bj.lianjia.com/chengjiao/101091863835.html","101091863835",116.392796,39.96812,1111027375257,"2016-08-11",137,23,925,93624,98.8,3,"1",1,1,"high 18",1,1998,1,2,0.25,1,1,0,10,122742
"3336",3336,"https://bj.lianjia.com/chengjiao/101091863902.html","101091863902",116.359156,40.079209,1111027378212,"2016-07-18",113,38,364,25634,142,3,"2",1,2,"high 6",4,2005,3,2,0.5,0,1,1,6,37700
"3337",3337,"https://bj.lianjia.com/chengjiao/101091863932.html","101091863932",116.329472,39.977829,1111027379678,"2016-07-31",126,32,441,80328,54.9,2,"1",1,1,"mid 6",4,1985,3,2,0.333,0,1,1,8,91577
"3338",3338,"https://bj.lianjia.com/chengjiao/101091863957.html","101091863957",116.344664,39.802705,1111027380687,"2016-08-05",131,21,316,35371,89.34,2,"2",1,2,"high 6",4,2003,4,2,0.5,0,1,0,4,41367
"3339",3339,"https://bj.lianjia.com/chengjiao/101091864105.html","101091864105",116.654682,40.125799,1111027382152,"2016-08-30",156,39,265,35533,74.58,2,"1",1,1,"mid 18",1,2008,4,6,0.333,1,1,0,13,43994
"3340",3340,"https://bj.lianjia.com/chengjiao/101091864212.html","101091864212",116.534997,39.928559,1111027374236,"2016-07-01",96,46,325,31426,103.42,2,"1",1,1,"low 22",3,2003,4,6,0.25,1,1,1,7,47463
"3341",3341,"https://bj.lianjia.com/chengjiao/101091864560.html","101091864560",116.489254,40.006445,1111027376202,"2016-08-29",155,48,720,66667,108,2,"2",1,1,"high 25",3,2006,4,6,0.5,1,1,1,7,75993
"3342",3342,"https://bj.lianjia.com/chengjiao/101091864648.html","101091864648",116.524943,39.934762,1111027374905,"2016-08-22",149,65,456,50611,90.1,2,"2",1,1,"low 21",1,2007,4,6,0.286,1,1,1,7,60200
"3343",3343,"https://bj.lianjia.com/chengjiao/101091864779.html","101091864779",116.265066,40.166068,1111027379515,"2016-08-17",143,17,230,37948,60.61,2,"1",1,1,"high 18",4,2009,4,6,0.125,1,0,0,6,45933
"3344",3344,"https://bj.lianjia.com/chengjiao/101091864786.html","101091864786",116.433425,40.01024,1111027377293,"2016-08-13",139,73,838,64299,130.33,3,"2",1,2,"high 28",1,2003,4,6,0.375,1,1,1,7,74411
"3345",3345,"https://bj.lianjia.com/chengjiao/101091864950.html","101091864950",116.661047,39.932185,1111027374247,"2016-06-30",95,115,265,31608,83.84,2,"1",1,1,"bottom 6",4,1994,3,2,0.5,0,1,0,11,42363
"3346",3346,"https://bj.lianjia.com/chengjiao/101091865143.html","101091865143",116.6708,40.139004,1111027377164,"2016-06-24",89,18,508,30222,168.09,4,"2",1,2,"low 17",4,2007,4,6,1,1,1,1,13,38883
"3347",3347,"https://bj.lianjia.com/chengjiao/101091865264.html","101091865264",116.354287,40.079237,1111027378213,"2016-07-20",115,3,445,30038,148.15,3,"2",1,2,"mid 6",4,2005,4,2,0.5,0,0,0,6,39995
"3348",3348,"https://bj.lianjia.com/chengjiao/101091865275.html","101091865275",116.335332,40.067075,1111027376997,"2016-06-28",93,18,563,43345,129.89,3,"2",1,2,"mid 12",4,2002,4,6,0.5,1,1,0,6,52466
"3349",3349,"https://bj.lianjia.com/chengjiao/101091865290.html","101091865290",116.43164,39.904426,1111027374689,"2016-06-24",89,21,415,68268,60.79,1,"1",1,1,"low 16",3,2006,4,6,0.333,1,0,1,1,86302
"3350",3350,"https://bj.lianjia.com/chengjiao/101091865367.html","101091865367",116.392695,39.969608,1111027381668,"2016-07-05",100,74,1600,118300,135.25,3,"2",1,2,"low 21",3,2003,4,6,0.286,1,1,1,10,152118
"3351",3351,"https://bj.lianjia.com/chengjiao/101091865435.html","101091865435",116.445552,39.903067,1111027373689,"2016-07-14",109,32,410,69516,58.98,2,"1",1,1,"mid 6",4,1980,2,2,0.333,0,1,1,1,94481
"3352",3352,"https://bj.lianjia.com/chengjiao/101091865509.html","101091865509",116.683117,40.127185,1111027381881,"2016-06-26",91,15,419,28504,147,3,"2",1,2,"bottom 5",4,2004,3,6,0.5,1,0,0,13,37937
"3353",3353,"https://bj.lianjia.com/chengjiao/101091865532.html","101091865532",116.389141,39.850859,1111027381661,"2016-07-04",99,3,343,49000,70,1,"1",1,1,"high 16",4,2010,3,6,0.5,1,1,1,2,66712
"3354",3354,"https://bj.lianjia.com/chengjiao/101091865601.html","101091865601",116.437956,39.926419,1111027381160,"2016-07-23",118,32,543,72449,74.95,2,"1",1,1,"high 16",3,2003,3,6,1.5,1,0,1,1,92522
"3355",3355,"https://bj.lianjia.com/chengjiao/101091865746.html","101091865746",116.347288,39.886583,1111027376721,"2016-06-28",93,48,478,60339,79.22,2,"1",1,1,"low 6",4,1998,3,2,0.5,0,1,0,10,78990
"3356",3356,"https://bj.lianjia.com/chengjiao/101091865769.html","101091865769",116.462281,39.937892,1111027379457,"2016-08-03",129,20,398,72695,54.75,1,"1",1,1,"low 18",3,1987,4,6,0.25,1,1,1,7,77534
"3357",3357,"https://bj.lianjia.com/chengjiao/101091865869.html","101091865869",116.443381,39.926366,1111027380960,"2016-08-19",145,21,226,38966,58,1,"0",1,1,"high 24",3,2008,4,6,0.16,1,0,1,7,52749
"3358",3358,"https://bj.lianjia.com/chengjiao/101091865943.html","101091865943",116.436303,39.92329,1111027378000,"2016-07-30",125,30,530,112051,47.3,1,"1",1,1,"bottom 6",4,1990,4,2,0.333,0,0,1,1,120817
"3359",3359,"https://bj.lianjia.com/chengjiao/101091866347.html","101091866347",116.610993,39.895822,1111027379532,"2016-07-18",113,239,190,33814,56.19,2,"1",1,1,"low 6",4,1996,4,4,0.5,0,1,0,7,43406
"3360",3360,"https://bj.lianjia.com/chengjiao/101091866578.html","101091866578",116.233381,39.896656,1111027377174,"2016-08-09",135,25,275,46196,59.53,1,"1",1,1,"low 15",4,2005,4,6,0.5,1,1,0,9,63657
"3361",3361,"https://bj.lianjia.com/chengjiao/101091866690.html","101091866690",116.453206,39.965662,1111027376974,"2016-07-20",115,113,270,46673,57.85,2,"1",1,1,"low 6",4,1986,3,2,0.2,0,1,0,7,65718
"3362",3362,"https://bj.lianjia.com/chengjiao/101091866806.html","101091866806",116.669688,39.882768,1111027381797,"2016-07-05",100,47,287,32280,88.91,2,"1",1,1,"low 6",4,2003,4,2,0.5,0,1,0,11,40745
"3363",3363,"https://bj.lianjia.com/chengjiao/101091866961.html","101091866961",116.233846,39.905003,1111027380227,"2016-06-25",90,18,220,30137,73,2,"1",1,1,"bottom 6",4,1993,3,2,0.5,0,1,0,9,48951
"3364",3364,"https://bj.lianjia.com/chengjiao/101091866986.html","101091866986",116.509336,39.941162,1111027379225,"2016-07-30",125,35,298,50475,59.04,2,"1",1,1,"high 6",4,1997,4,2,0.5,0,0,0,7,61212
"3365",3365,"https://bj.lianjia.com/chengjiao/101091867015.html","101091867015",116.407662,40.052673,1111027377553,"2016-06-22",87,8,480,41380,116,3,"1",1,1,"mid 6",4,2005,4,2,0.5,0,1,0,6,49861
"3366",3366,"https://bj.lianjia.com/chengjiao/101091867049.html","101091867049",116.444051,39.988741,1111027379647,"2016-06-23",88,13,414.4,70000,59.19,2,"1",1,1,"high 18",1,1997,3,6,0.25,1,1,1,7,75789
"3367",3367,"https://bj.lianjia.com/chengjiao/101091867108.html","101091867108",116.363739,39.884305,1111027380068,"2016-07-30",125,15,330,64391,51.25,1,"0",1,1,"high 18",3,2004,4,6,0.167,1,1,0,10,82600
"3368",3368,"https://bj.lianjia.com/chengjiao/101091867129.html","101091867129",116.224768,39.904248,1111027377889,"2016-08-16",142,71,245.5,39056,62.86,2,"1",1,1,"mid 6",4,1993,4,2,0.5,0,1,0,9,49964
"3369",3369,"https://bj.lianjia.com/chengjiao/101091867173.html","101091867173",116.457173,39.96476,1111027376970,"2016-08-12",137,22,326,57133,57.06,2,"1",1,1,"high 6",4,1984,4,2,0.333,0,1,1,7,70305
"3370",3370,"https://bj.lianjia.com/chengjiao/101091867348.html","101091867348",116.430562,40.045549,1111027376255,"2016-08-25",150,59,635,49985,127.04,3,"2",1,2,"high 26",1,2005,4,6,0.333,1,0,0,7,52306
"3371",3371,"https://bj.lianjia.com/chengjiao/101091867401.html","101091867401",116.415742,40.077796,1111027380053,"2016-06-16",81,43,295,22086,133.57,3,"1",1,2,"high 18",4,2000,3,6,0.333,1,1,1,6,37661
"3372",3372,"https://bj.lianjia.com/chengjiao/101091867490.html","101091867490",116.384092,39.96456,1111027381059,"2016-08-31",157,37,458,102233,44.8,1,"1",1,1,"high 6",4,1989,3,2,0.5,0,0,0,10,122633
"3373",3373,"https://bj.lianjia.com/chengjiao/101091867567.html","101091867567",116.333347,39.904872,1111027373990,"2016-07-27",121,75,369,63742,57.89,2,"1",1,1,"mid 6",4,1989,4,2,0.5,0,1,1,8,71700
"3374",3374,"https://bj.lianjia.com/chengjiao/101091867570.html","101091867570",116.32496,40.035232,1111027379173,"2016-07-31",126,28,590,59398,99.33,2,"1",1,1,"mid 7",4,1998,3,2,0.5,0,1,1,8,78864
"3375",3375,"https://bj.lianjia.com/chengjiao/101091867584.html","101091867584",116.336562,39.979925,1111027382330,"2016-06-28",93,17,778,101833,76.4,3,"1",1,1,"mid 6",4,1988,4,2,0.5,0,1,1,8,110318
"3376",3376,"https://bj.lianjia.com/chengjiao/101091867599.html","101091867599",116.389064,39.88697,1111027375427,"2016-08-19",144,21,560,81502,68.71,2,"1",1,1,"mid 6",4,1984,4,4,0.5,0,1,1,10,86416
"3377",3377,"https://bj.lianjia.com/chengjiao/101091867763.html","101091867763",116.377969,39.965377,1111027381266,"2016-08-09",135,36,590,101725,58,2,"1",1,1,"low 6",4,1982,4,2,0.333,0,0,1,10,132240
"3378",3378,"https://bj.lianjia.com/chengjiao/101091867838.html","101091867838",116.45328,39.925116,1111027374183,"2016-07-14",109,73,428,51221,83.56,2,"1",1,1,"bottom 13",3,1998,2,6,0.75,1,0,1,7,78052
"3379",3379,"https://bj.lianjia.com/chengjiao/101091867880.html","101091867880",116.344931,39.902611,1111027377854,"2016-06-28",93,70,536,61335,87.39,2,"1",1,1,"mid 24",1,1999,3,6,0.3,1,1,0,10,75058
"3380",3380,"https://bj.lianjia.com/chengjiao/101091868174.html","101091868174",116.453322,39.925733,1111027374146,"2016-07-02",97,23,405,76997,52.6,2,"1",1,1,"mid 6",4,1981,3,2,0.167,0,1,1,7,83051
"3381",3381,"https://bj.lianjia.com/chengjiao/101091868244.html","101091868244",116.421451,40.070785,1111027380046,"2016-08-28",154,5,418,28244,148,3,"2",1,2,"mid 12",4,2000,4,2,0.25,1,1,1,6,35393
"3382",3382,"https://bj.lianjia.com/chengjiao/101091868245.html","101091868245",116.34422,40.039318,1111027381671,"2016-08-08",134,29,377,50946,74,2,"1",1,1,"mid 6",4,1998,3,6,0.333,0,1,0,8,65057
"3383",3383,"https://bj.lianjia.com/chengjiao/101091868609.html","101091868609",116.442114,39.951182,1111027374072,"2016-08-10",136,37,435,69556,62.54,2,"1",1,1,"low 16",1,1990,3,6,0.286,1,0,1,1,85262
"3384",3384,"https://bj.lianjia.com/chengjiao/101091868663.html","101091868663",116.464936,39.911052,1111027377425,"2016-08-28",154,25,619,47430,130.51,2,"2",1,1,"mid 30",1,2003,4,6,0.333,1,0,1,7,51746
"3385",3385,"https://bj.lianjia.com/chengjiao/101091868740.html","101091868740",116.443144,39.788087,1111027379468,"2016-06-30",94,0,215,30096,71.44,1,"1",1,1,"bottom 6",4,2002,3,2,0.5,0,0,0,4,36774
"3386",3386,"https://bj.lianjia.com/chengjiao/101091868846.html","101091868846",116.511545,39.904464,1111027378350,"2016-09-18",175,76,333,49319,67.52,1,"1",1,1,"high 24",1,2011,4,6,0.333,1,0,1,7,59025
"3387",3387,"https://bj.lianjia.com/chengjiao/101091868901.html","101091868901",116.490032,39.993487,1111027376570,"2016-06-23",87,11,629,57771,108.88,2,"1",1,2,"high 27",3,2008,4,6,0.667,1,1,1,7,68910
"3388",3388,"https://bj.lianjia.com/chengjiao/101091868946.html","101091868946",116.451019,39.927669,1111027379809,"2016-08-29",155,106,445,78098,56.98,2,"1",1,1,"bottom 6",4,1994,4,6,0.333,0,0,1,7,86581
"3389",3389,"https://bj.lianjia.com/chengjiao/101091869006.html","101091869006",116.508075,39.936337,1111027375502,"2016-06-20",85,39,255,52971,48.14,1,"1",1,1,"low 14",3,2008,4,6,0.333,1,1,1,7,74841
"3390",3390,"https://bj.lianjia.com/chengjiao/101091869017.html","101091869017",116.650734,39.914025,1111027381793,"2016-07-02",96,11,340,33334,102,2,"2",1,1,"mid 23",1,2002,3,6,0.286,1,1,1,11,40242
